Αφρική	Afrika
Κατηγορία:Αθλητισμός στην Κύπρο	Categorie:Sport in Cyprus
Κατηγορία:Αθλητισμός στα Νησιά Φερόε	Categorie:Sport op de Faeröer
Κατηγορία:Αθλητισμός στη Γαλλία	Categorie:Sport in Frankrijk
Κατηγορία:Αθλητισμός στη Φινλανδία	Categorie:Sport in Finland
Κατηγορία:Ποδόσφαιρο στη Γκάνα	Categorie:Voetbal in Ghana
Κατηγορία:Σεϋχέλλες	Categorie:Seychellen
Κατηγορία:Ποδόσφαιρο στη Γουατεμάλα	Categorie:Voetbal in Guatemala
Κατηγορία:Ποδόσφαιρο στη Ναμίμπια	Categorie:Voetbal in Namibië
Κατηγορία:Ποδόσφαιρο στην Ολλανδία	Categorie:Voetbal in Nederland
Κατηγορία:Ποδόσφαιρο στη Νορβηγία	Categorie:Voetbal in Noorwegen
Κατηγορία:Ποδόσφαιρο στη Νικαράγουα	Categorie:Voetbal in Nicaragua
Κατηγορία:Σιέρα Λεόνε	Categorie:Sierra Leone
Κατηγορία:Ποδόσφαιρο στη Γερμανία	Categorie:Voetbal in Duitsland
Κατηγορία:Ποδόσφαιρο στη Λιβερία	Categorie:Voetbal in Liberia
Κατηγορία:Ποδόσφαιρο στο Λεσότο	Categorie:Voetbal in Lesotho
Κατηγορία:Ποδόσφαιρο στη Λιβύη	Categorie:Voetbal in Libië
Κατηγορία:Ποδόσφαιρο στο Λίχτενσταϊν	Categorie:Voetbal in Liechtenstein
Κατηγορία:Ποδόσφαιρο στη Μαλαισία	Categorie:Voetbal in Maleisië
Κατηγορία:Ζιμπάμπουε	Categorie:Zimbabwe
Κατηγορία:Ποδόσφαιρο στο Μαυρίκιο	Categorie:Voetbal in Mauritius
Κατηγορία:Ποδόσφαιρο στο Μοντσερράτ	Categorie:Voetbal in Montserrat
Κατηγορία:Μαγνητισμός	Categorie:Magnetisme
Κατηγορία:Ποδόσφαιρο στη Μογγολία	Categorie:Voetbal in Mongolië
Κατηγορία:Ποδόσφαιρο στο Μπαχρέιν	Categorie:Voetbal in Bahrein
Κατηγορία:Ποδόσφαιρο στο Μπενίν	Categorie:Voetbal in Benin
Κατηγορία:Ποδόσφαιρο στη Λευκορωσία	Categorie:Voetbal in Wit-Rusland
Κατηγορία:Ποδόσφαιρο στη Βολιβία	Categorie:Voetbal in Bolivia
Κατηγορία:Ποδόσφαιρο στη Βόρεια Ιρλανδία	Categorie:Voetbal in Noord-Ierland
Κατηγορία:Ποδόσφαιρο στη Βραζιλία	Categorie:Voetbal in Brazilië
Κατηγορία:Ποδόσφαιρο στο Σάο Τομέ και Πρίνσιπε	Categorie:Voetbal in Sao Tomé en Principe
Κατηγορία:Ποδόσφαιρο στη Σερβία και Μαυροβούνιο	Categorie:Voetbal in Servië en Montenegro
Κατηγορία:Ποδόσφαιρο στο Σουρινάμ	Categorie:Voetbal in Suriname
Κατηγορία:Ποδόσφαιρο στη Συρία	Categorie:Voetbal in Syrië
Κατηγορία:Ποδόσφαιρο στην Αρμενία	Categorie:Voetbal in Armenië
Κατηγορία:Ποδόσφαιρο στην Αμερικανική Σαμόα	Categorie:Voetbal in Amerikaans-Samoa
Κατηγορία:Ποδόσφαιρο στο Αζερμπαϊτζάν	Categorie:Voetbal in Azerbeidzjan
Κατηγορία:Ποδόσφαιρο στην Αλγερία	Categorie:Voetbal in Algerije
Κατηγορία:Ποδόσφαιρο στην Ερυθραία	Categorie:Voetbal in Eritrea
Κατηγορία:Μουσικά βραβεία	Categorie:Muziekprijs
Κατηγορία:Ποδόσφαιρο στο Ελ Σαλβαδόρ	Categorie:Voetbal in El Salvador
Κατηγορία:Ποδόσφαιρο στην Αυστρία	Categorie:Voetbal in Oostenrijk
Κατηγορία:Ποδόσφαιρο στην Ουρουγουάη	Categorie:Voetbal in Uruguay
Κατηγορία:Ποδόσφαιρο στη Γιουγκοσλαβία	Categorie:Voetbal in Joegoslavië
Κατηγορία:Ποδόσφαιρο στην Ιταλία	Categorie:Voetbal in Italië
Κατηγορία:Ποδόσφαιρο στην Αγγλία	Categorie:Voetbal in Engeland
Κατηγορία:Ποδόσφαιρο στη Βόρεια Κορέα	Categorie:Voetbal in Noord-Korea
Κατηγορία:Ποδόσφαιρο στο Τζιμπουτί	Categorie:Voetbal in Djibouti
Κατηγορία:Ποδόσφαιρο στην Τσεχία	Categorie:Voetbal in Tsjechië
Κατηγορία:Ποδόσφαιρο στο Καζακστάν	Categorie:Voetbal in Kazachstan
Κατηγορία:Ποδόσφαιρο στην Κένυα	Categorie:Voetbal in Kenia
Κατηγορία:Ποδόσφαιρο στην Κολομβία	Categorie:Voetbal in Colombia
Κατηγορία:Ποδόσφαιρο στο Κουβέιτ	Categorie:Voetbal in Koeweit
Κατηγορία:Ποδόσφαιρο στο Κιριμπάτι	Categorie:Voetbal in Kiribati
Κατηγορία:Ποδόσφαιρο στο Τατζικιστάν	Categorie:Voetbal in Tadzjikistan
Κατηγορία:Ποδόσφαιρο στην Τουρκία	Categorie:Voetbal in Turkije
Κατηγορία:Ποδόσφαιρο στην Τυνησία	Categorie:Voetbal in Tunesië
Άλτο	Alt (zangstem)
Κατηγορία:Ποδόσφαιρο στο Πακιστάν	Categorie:Voetbal in Pakistan
Κατηγορία:Ποδόσφαιρο στην Πορτογαλία	Categorie:Voetbal in Portugal
Κατηγορία:Ποδόσφαιρο στα Φίτζι	Categorie:Voetbal in Fiji
Κατηγορία:Ποδόσφαιρο στην Ουγγαρία	Categorie:Voetbal in Hongarije
Κατηγορία:Γεωγραφία της Γουατεμάλας	Categorie:Geografie van Guatemala
Κατηγορία:Γεωγραφία της Γουινέας	Categorie:Geografie van Guinee
Κατηγορία:Γεωγραφία του Νεπάλ	Categorie:Geografie van Nepal
Κατηγορία:Γεωγραφία της Νικαράγουας	Categorie:Geografie van Nicaragua
Κατηγορία:Γεωγραφία της Δομινίκας	Categorie:Geografie van Dominica
Κατηγορία:Γεωγραφία της Ρωσίας	Categorie:Geografie van Rusland
Κατηγορία:Γεωγραφία της Λιβύης	Categorie:Geografie van Libië
Κατηγορία:Γεωγραφία του Μάλι	Categorie:Geografie van Mali
Κατηγορία:Γεωγραφία του Μαρόκου	Categorie:Geografie van Marokko
Κατηγορία:Γεωγραφία του Μαυροβουνίου	Categorie:Geografie van Montenegro
Κατηγορία:Γεωγραφία της Μάλτας	Categorie:Geografie van Malta
Κατηγορία:Γεωγραφία της Λευκορωσίας	Categorie:Geografie van Wit-Rusland
Κατηγορία:Γεωγραφία της Μποτσουάνα	Categorie:Geografie van Botswana
Κατηγορία:Γεωγραφία του Μπουτάν	Categorie:Geografie van Bhutan
Κατηγορία:Γεωγραφία των Σαμόα	Categorie:Geografie van Samoa
Κατηγορία:Γεωγραφία των νήσων Σολομώντα	Categorie:Geografie van de Salomonseilanden
Κατηγορία:Εξκλάβια	Categorie:Exclave
Κατηγορία:Γεωγραφία της Σκωτίας	Categorie:Geografie van Schotland
Κατηγορία:Γεωγραφία της Συρίας	Categorie:Geografie van Syrië
Κατηγορία:Γεωγραφία της Αϊτής	Categorie:Geografie van Haïti
Κατηγορία:Γεωγραφία της Αλβανίας	Categorie:Geografie van Albanië
Κατηγορία:Γεωγραφία της Εσθονίας	Categorie:Geografie van Estland
Κατηγορία:Γεωγραφία του Ηνωμένου Βασιλείου	Categorie:Geografie van het Verenigd Koninkrijk
Κατηγορία:Γεωγραφία του Ομάν	Categorie:Geografie van Oman
Κατηγορία:Γεωγραφία της Ιορδανίας	Categorie:Geografie van Jordanië
Κατηγορία:Γεωγραφία της Ουκρανίας	Categorie:Geografie van Oekraïne
Κατηγορία:Γεωγραφία της Αιγύπτου	Categorie:Geografie van Egypte
Κατηγορία:Γεωγραφία της Ζάμπιας	Categorie:Geografie van Zambia
Κατηγορία:Γεωγραφία της Γεωργίας	Categorie:Geografie van Georgië
Κατηγορία:Γεωγραφία της Κένυας	Categorie:Geografie van Kenia
Κατηγορία:Γεωγραφία της Κούβας	Categorie:Geografie van Cuba
Κατηγορία:Γεωγραφία του Κιριμπάτι	Categorie:Geografie van Kiribati
Κατηγορία:Γεωγραφία της Τανζανίας	Categorie:Geografie van Tanzania
Κατηγορία:Γεωγραφία του Τουρκμενιστάν	Categorie:Geografie van Turkmenistan
Κατηγορία:Γεωγραφία του Παναμά	Categorie:Geografie van Panama
Κατηγορία:Σομαλία	Categorie:Somalië
Κατηγορία:Γεωγραφία του Πουέρτο Ρίκο	Categorie:Geografie van Puerto Rico
Κατηγορία:Γεωγραφία των Φίτζι	Categorie:Geografie van Fiji
Κατηγορία:Κράι Πριμόρσκι	Categorie:Kraj Primorski
Κατηγορία:Κοιλάδες ανά χώρα	Categorie:Dal naar land
Κατηγορία:Νότιο Σουδάν	Categorie:Zuid-Soedan
Πρότυπο:Ζώνες ώρας Ευρώπης	Sjabloon:Zijbalk tijdzones Europa
Πρότυπο:Εθνικές Ομάδες ανδρών CONCACAF	Sjabloon:Navigatie elftallen CONCACAF
Κατηγορία:Τευθοειδή	Categorie:Teuthida
Κατηγορία:Τσαντ	Categorie:Tsjaad
Κατηγορία:Ουγκάντα	Categorie:Oeganda
Κατηγορία:Κεντροαφρικανική Δημοκρατία	Categorie:Centraal-Afrikaanse Republiek
Κατηγορία:Ποταμοί της Ολλανδίας	Categorie:Rivier in Nederland
Κατηγορία:Ποταμοί του Λιβάνου	Categorie:Rivier in Libanon
Κατηγορία:Ποταμοί της ΠΓΔΜ	Categorie:Rivier in Macedonië
Κατηγορία:Ποταμοί του Μαυροβουνίου	Categorie:Rivier in Montenegro
Κατηγορία:Ποταμοί των ΗΠΑ	Categorie:Rivier in de Verenigde Staten
Κατηγορία:Ποταμοί του Μπανγκλαντές	Categorie:Rivier in Bangladesh
Πρότυπο:TwoLegResult	Sjabloon:Tabelrij wedstrijd 2
Κατηγορία:Ποταμοί της Συρίας	Categorie:Rivier in Syrië
Κατηγορία:Ποταμοί του Ηνωμένου Βασιλείου	Categorie:Rivier in het Verenigd Koninkrijk
Κατηγορία:Ποταμοί της Ουκρανίας	Categorie:Rivier in Oekraïne
Κατηγορία:Ποταμοί της Κροατίας	Categorie:Rivier in Kroatië
Κατηγορία:Πόλεμος των Ρόδων	Categorie:Rozenoorlogen
Κατηγορία:Ποταμοί της Παραγουάης	Categorie:Rivier in Paraguay
Κατηγορία:Γεωγραφία της Υεμένης	Categorie:Geografie van Jemen
Κατηγορία:Ποταμοί της Πορτογαλίας	Categorie:Rivier in Portugal
Κατηγορία:Ποταμοί της Ουγγαρίας	Categorie:Rivier in Hongarije
Κατηγορία:Αρχιτέκτονες ανά εθνικότητα	Categorie:Architect naar nationaliteit
Κατηγορία:Αθλητές της κολύμβησης ανά χώρα	Categorie:Zwemmer naar nationaliteit
Κατηγορία:Προπονητές ανά εθνικότητα	Categorie:Sportcoach naar nationaliteit
Κατηγορία:Διπλωμάτες ανά εθνικότητα	Categorie:Diplomaat naar nationaliteit
Κατηγορία:Αστρονόμοι ανά εθνικότητα	Categorie:Astronoom naar nationaliteit
Κατηγορία:Κριτικοί ανά εθνικότητα	Categorie:Criticus naar nationaliteit
Κατηγορία:Μεταφορές στη Νορβηγία	Categorie:Verkeer en vervoer in Noorwegen
Κατηγορία:Μεταφορές στο Βιετνάμ	Categorie:Verkeer en vervoer in Vietnam
Κατηγορία:Πόλεις της Υεμένης	Categorie:Stad in Jemen
Κατηγορία:Μεταφορές στη Σουηδία	Categorie:Verkeer en vervoer in Zweden
Κατηγορία:Μεταφορές στην Ιταλία	Categorie:Verkeer en vervoer in Italië
Κατηγορία:Μεταφορές στην Ουγγαρία	Categorie:Verkeer en vervoer in Hongarije
Κατηγορία:Ρωμαϊκοί πόλεμοι	Categorie:Romeinse oorlog
Κατηγορία:Πόλεμοι της Οθωμανικής Αυτοκρατορίας	Categorie:Oorlog van het Ottomaanse Rijk
Κατηγορία:Πόλεμοι αρχαίας ελληνικής ιστορίας	Categorie:Oud-Griekse oorlog
Κατηγορία:Αστροναύτες	Categorie:Ruimtevaarder
Κατηγορία:Σοβιετικοί πολιτικοί	Categorie:Politicus uit de Sovjet-Unie
Κατηγορία:Διοικητική διαίρεση της Ελλάδας	Categorie:Bestuurlijke indeling van Griekenland
Κατηγορία:Διοικητική διαίρεση της Ισλανδίας	Categorie:Bestuurlijke indeling van IJsland
Κατηγορία:Διοικητική διαίρεση της Εσθονίας	Categorie:Bestuurlijke indeling van Estland
Κατηγορία:Διοικητική διαίρεση της Κύπρου	Categorie:Bestuurlijke indeling van Cyprus
Κατηγορία:Όπερα	Categorie:Opera
Κατηγορία:Διαγωνισμοί τραγουδιού Eurovision	Categorie:Eurovisiesongfestival
Κατηγορία:Αυτόνομες περιοχές της Λαϊκής Δημοκρατίας της Κίνας	Categorie:Regio van China
Κατηγορία:Σοσιαλιστές ανά εθνικότητα	Categorie:Socialist naar nationaliteit
